,text,label
10,그저그런 정도 후기달기는 좀,0
11,다른방 소리까지 다 들리고밖에 문소리 윗층 발소리 옆방말소리잠을 제대로 못잤어요청결도 좀가격이 싸니까 그러려니 했어요,0
12,주차시설 잘되어있고 직원분 친절하지만 내부 숙소 청결상태가 매우 안좋았어요,0
13,퇴실시간도 안됐는데 전화와서 나가라고 함,0
14,딱히 무난하게 잘쉬다갑니다 급하게 예약해서 가긴했는데 나름 잘쉬었어요,0
15,카운터에 가격표가 있던데 그것보다 비싸게 예약을 했더라구요 트윈베드방 왜 더 비쌌던걸까요 밤 시경 입실했는데 그 시간에 누가 사용을 한건지 욕실바닥에 물이 많이 뿌려져 있더라구요 욕실 청결 상태 마음에 들지 않았고였고특히 세면대 테이블도 더럽고 게이밍 는 원하는건 없고 깔리지도 않고 셋이 갔는데 생수 달랑 통 수건도 인분 화장지도 쓰다가 떨어지구 누가 밤새 안마의자를 쓰는건지 엄청 쿵쿵거리고 아침엔 다른방 티비소리에 깼네요 사진 댓글과는 다른 방 컨디션에 속상했습니다 다만 티비와 는 좋았습니다,0
16,음 가격보고들어같는데 여기써있는가격하고 틀리네요 머 시설은중간 쯤이구요 자세한건 영수증 보세요 써있는데 원 받는다는 숙박 일반실,0
17,첫번째 방문시 친절하고 조용한 숙소로 인상이커서 두번째 방문을 했습니다 첫인상이 상당히 좋아서일까요 이번 방문엔 실망이 컸습니다 프론트직원분의 응대가 상당히 싸늘했습니다 예약자냐 이름이 뭐냐 키만 툭 전번 직원분은 차분한설명과 조식서비스에 키도 잘 넣어 주시며 웃는인상이셨는데 이번 직원분은 뭐하나 물어도 상당히 무뚝뚝하고 이곳이 평가가좋아 항시 만원인건 알지만 피곤하셔도 조금만더 친절해주세요,1
18,침대에서 머리 냄새나요 직원분들은 친절함,0
19,에어컨은 곰팡이 냄새가 너무 심해서 틀었다 끔 그리고 욕실은 천장에서 물이 새는지 떨어짐 솔직히 많이 실망함 관리가 안되는 숙박시설 같음,0
20,새벽시경 얩을통해 예약후 분정도후에도착하여 카운터에 갔더니 할머니께서 안주무시구 계시더군요 그래서 체크인후 타올두장만 더 주시면감사하겠습니다 말씀드렸더니 객실에 충분히 비치되있다말씀 하시더라구요그래서 제가 지금하구 낼 퇴실전 반신욕을 좋아해서 그러니 죄송하지만 타올좀 한장만이라도 부탁드립니다말씀드렸더니 그때부터할머니 인상이 제가무안할정도로 굳어지시더니 한장을 건네주시더군요건네주시고도 계속 반복해서 말씀하시길래 제가 안쓰면 그대로 두고오니 걱정마세요 하면서도 기분이넘 안좋더라고요물론 엘베탈때까지 웃으며 인사드리고 탓습니다할머니이시기에방입실후 넘 추워서 이리저리확인해보니 사진에 가벽뒤에 창문이잇더군요 근데 창문은 잠겨잇으나 틈사이로 찬바람이 넘 많이 들어오더라고요저 창문바로옆이 침대라 전기장판틀고 이불덥고누우면 이불밖얼굴은 차가울정도입니다 카운터 전화해서 지금해결 될문제도아니고 할머니의 카운터에서 느꼈던 기분때문에 인터폰 하기도싫었구요 다른객실은 모르겠으나 호 룸은 개선이 필요한것같고 할머니타올은 쩝,0
21,정말 리얼 솔직히 추워서 죽는 줄 알았어요 끝방이어서 그런 건지 원래 그런 건지 친구랑 둘 다 독감 걸려서 죽다 살아났어요 진짜 거짓말 안 하고 독감으로 일주일 고생했어요 진짜 너무 추워요 진심 지금도 추운 거 같아요,0
22,새벽에 자다 모기 인당 방 피빨림,0
23,사진보고갔는데넘 어두웠어요 전등 몇개도 안들어오구 프리미엄 객실인데 창문이 없더라구요뭐 없을수도있죠 화장실에 휴지도없더라구요네 뭐 비대니 괜찮아요 그러고있다가 앉아있는데 카페트에 누가신던 양말한짝이덩그러니너무해용 아침에는 세수하고 로션바르려는데 스킨로션이아닌 스킨 스킨이더군용뭐 그럴수있다고생각합니다 피곤하셨나봐요,0
24,시설깔끔했으나 방음이 도 안되네요 옆방소리때문에 새벽시부터 깨서 아침시까지 못잤음 조용조용한 대화부터 웃음소리 신음소리 싹다들리네요 이런곳은 아무리 시설깔끔해도 다시는 가고싶지않아요 인테리어 할때 경비아낄려고 방과 방사이에 걍 합판한장쓴거같음 방음 최악중에 최악,0
25,전화기 앞에 담배꽁초가 있어서 놀랬어요 청결이,0
26,초성수기에 숙소예약이 늦어져서 선택의 폭이 좁았지만 한옥의 로망이 있던터라 사진보고 기대하며 숙소를 정했다 최대 인까지 가능하다고 해서 방크기가 넉넉한줄 알았다 도착해서 문을 여는데 아이들 실망하는 눈빛이 역력하다 딸아이는 자기방 반밖에 안 된다고 투덜투덜 정말 나도 너무 당황했지만 아이들을 다독였다 이불깔면 캐리어 놓을 공간도 없었다 잘때 난 화장실 문 바로 옆에서 자야했고 더 힘들었던건 화장실벽 누수때문인지 자고 일어났더니 이불이 젖어있었다 덮는 이불도 인 기준 까는 이불 개 덮는 얇은 이불 개라 몸에 열이 많은 남편과 아들때문에 에어컨틀고 자니 나와 딸아이는 오들오들 떨며 잤다 아이들에게는 단칸방 체험한다고 씁쓸하게 얘기했지만 년에 한번 있는 여름휴가를 망친 기분이다,0
27,안녕하세요 항상자주 이용하는데요 이번에는 상당히 아쉬움이 있었네요 보통 대실로 이용하다가 숙박하였는데요 청결이 많이 아쉬웠네요 수건을 펼쳤는데 머리카락잇고 바닥에 장갑이 떨어져 있고가성비적으로 나쁘지 않은데청결이 부족햇던거 같네요 주차는 비교적 좁지는 않고요접근성좋고 티비도 크고요근데 가 안돼서 제꺼 이용하려 했는데 그것도 자꾸 안돼서 그냥 미러링으로 봤네요 쫌 불편했어요 그거는 아무튼 그래도 푹쉬다 가요,0
28,담배냄새만 안나도 살것 같아요,0
29,안마의자 에어드레서 다 있고 비품도 있고 티비 잘나오고 아래 팝콘도 있고 전기장판도 잘 되서 진짜로 다 좋았는데 이불이랑 베게에서 담배냄새가 쩔어서 새벽에 깼어요 피곤해서 바로자느라 몰랐는데 잠옷에도 냄새가 배서 결국에 아침에 에어드레서 다시 싹 돌렸어요 비흡연자에게는 비추고 흡연자분들에게는 추천드립니다,0
30,그냥 보통 싼맛에,0
31,시설이 좀 노후됬으니참고하세요,0
32,방음이 잘 안돼서 문쾅쾅 닫는 소리에 계속 깼어요 문 열고 닫을때 살살 닫히게 하는 그런거 설치하시면 더 좋겠네요 그리고 또 화장실은 완전히 닫히는 식의 문도 아니고 화장실 샤워기도 너무 낙후되어서 교체가 시급합니다 전주에서 가성비 있게 머물다 가요,0
33,늘에서 주차가 힘들엇을때 여기다 주차를 해주셨어요 저희는같응곳인줄알고 햇더가 분도 안되서 연락오셔서 차빼달라고 하시길래 빼드렷더니 누슨 노이호텔에 묵으라더니 노이호텔사람은 배째라는식으로 내가 그랫냐 사장이그랫다 오면 얘기해랔어이가 없어서 잇다가 전 나왓네욬같이할거면 하든가 말거면 말든가 사럼 놀리나잠은 노이에서 주차는 늘에사하라고 노이 일하는사람쓸거면 제대로 써랔,0
34,보통은 리뷰 작성 안하는데 서비스 직원들 각성하라고 리뷰 작성합니다 호텔 청결상태나 인테리어는 괜찮았습니다 체크인도 뭐 무난하게 했고요 거기까지는 문제 없었는데 체크아웃때 웰컴드링크 써도 되냐고 물어봐서 된다고 해서 음료 테이크 아웃해서 갈려고 하는데 음료를 골랐더니 아메리카노만 돼요 뭐 안내를 아메라카노만 된다고 해줬냐 그거도 아니고 알려주지도 않은 내용을 왜 그것도 모르냐는 식의 말을 들어야 하는지 모르겠네요 최소한 죄송한데 아메리카노만 가능하십니다 이정도만 말했어도 이 리뷰 작성 안했습니다 기분 상해서 그냥 안 먹는다 하고 주차장 나왔는데 프론트에서 제 차 정산 안해줘서 시간 원 뜨더라고요 그래서 주차 호출해서 왜 이거 등록 안되어 있냐고 물어보니 대뜸 호텔에서 잤냐고 묻더라고요 최소한 죄송합니다 부터 나와야 정상 아닌가요 제가 여기 꽁짜로 묵고 도망가는 사람인듯한 취급을 받아야 할까요 정말 최악입니다 서비스 상태 점도 아깝습니다,0
35,되게 매너 없어요 밖에 나갔다 오려면 열쇠를 들고 나갔다와야 하는데 그거 가지고 반말로 계속 뺐다 꼽았다하면 안돼 하고 반말했어요 기분나빠서 저는 다시 오고 싶지 않네요,0
36,호텔 연식도 연식인데 기본적으로 그냥 더러워요 베개에서는 누구인지모를 정수리냄새가나고 이불위에 누우니 먼지가 날아다니는거 보고 불쾌해서 안덮고잤어요 다신 안가고싶어요 사진리뷰 남기려고 사진찍는것도 솔직히 속 메스꺼워서 차마 못찍고 글로만 남깁니다 그냥 냄새나고 더러워요,0
37,기본적으로 침구류에서 냄세가 납니다,0
38,방에 이불에 담배쩐네가 나고 콘크리트벽이아니라 석고보드같은벽인것 같은데그래서 그런지 방에 외풍이 심하네요 무엇보다 불만인건 방음이 안되는건 그렇다치고 에레베이터 벨소리가 커서 밤새 사람들이 왔다갔다 할때마다 띵동띵동 밤새 제대로 자기 힘들었네요 바닥필름난방기에서도 자꾸 딸깍딸각 소리가 계속나고 다시 이용은 안할것 같아요 그리고 창문에 커텐이 없고 문풍지 창인데 밤에 건너편모텔불빛이 다들어와서 환한것도 숙면에 방해가 되요,0
39,춥고 좁고 별로예요,0
40,방이좀 춥습니다,0
41,저렴하게 이용했어요 가격생각하면 불만가지면 안될거같지만 그래도 내돈내고 이용했는데 좀 심한거 같네요 가격을 떠나 어느모텔 다녀도 이정도 위생상태는 처음입니다 그리고 중문없이 바로 문이라 소음 그대로 노출이고 다른방 담배냄새 그대로 들어와요 층간소음인지 옆방소음인지 웅성웅성 큰소리 안내는데도 신경쓰일정도로 소리가 커요 싼게 비지떡이란걸 몸소 느끼네요,0
42,외부에서 보는것과 실내시설 갭차이가 크네요하룻밤 묶는거랑 그럭저럭 만족합니다,0
43,가격 대비 가성비 괜찮습니다 혼자 츌장 다니는 저 입니다 혼자 출장 다니는 사람에게는 추천 딱 점 그 이상 그 이하도 아닙니다 세번째 숙박인데 가성비로 이용합니다 오래 된 건물이긴 합니다,1
44,일반실 이용했습니다 샤워호스와 내부 인테리어가 좀 무튼 잘 이용하고 갑니다,0
45,침대가 너무 불편안했습니다 방수패드가 웬말,0
46,골방임 입돌아가는줄,0
47,시설은 깔끔하고 좋으나 금연객실이라고 써있는데 담배 찌든 냄새가 최악이였네요,0
48,그냥 모텔 가세요 일회용품도 없고 시설은 낡았고 이름만 호텔임,0
49,사진과 너무다른 노후시설 에어컨도 안시원해서 땀흘리고쟘 근데 사진이랑 너무다른거 아닌가요,0
50,금요일숙박가격 굉장히 저렴한것만 장점이고 나머진 다별로였습니다 일단 시설은 굉장히 평범하고 컴터도 있고 이가격으로 있을건 다있기때문에 돈이 없고 그냥 숙박하는것에 대해 별상관없는 분들은 괜찮음 내부는 뭔가 원룸개조한거같은느낌나서 친구자취방마냥 친숙하고좋음 대신 방음은 안좋아서 위에서 신음소리 침대소리 씻는소리까지 다들립니다 청결은 수건에서 피다묻은 더러운 수건이 있고 그거보고나서부터 샴푸통더러운거보니까 샴푸도못쓰겠더라구요 비누도 오래됬는지 밑에 달라붙은 흔적들이있었어요 서비스면에서는 일단 가운이 없어서 아쉬웠는데 청결이 별로안좋은거보면 가운없는게 오히려다행일지도 그리고 시까지 퇴실이라써있어서 준비하고있었는데 시분에 전화와서 청소해야된다고 원래시까지라고 짜증섞인목소리로 뭐라고 하시는,0
51,자주가는 곳이에용,1
52,기본적인 샴푸린스바디워시는 항상 간당간당 이번에는 빈통에 가깝고 화장지도 바닥에 가까울때도 많음 생수요청시도 개까지만 제공됩니다 라는 멘트 시분되면 분도 어차없이 아가씨가 시퇴실이고 넘으면 추가비용발생한다는 기계적멘트 전화 수많은 모텔가봤지만 써비스 최악 기격대비 금액이 그나마 양호한데 여친 설득해 오지 않기로 결정 진짜기분 안좋아서 이젠 카누는 단절합니다,0
53,일단 들어가자마자 누가 몇시간 전에 사용했는지 담배 냄새 너무 심해서 숨쉬기가 힘들더라구요 환기를 해도 이미 방에 다 배었는지 워후 숨막혔어요 다 같이 돈 내고 이용하는 곳인데 다음 손님을 위해 이런 거 정도는 관리 좀 해줬으면 좋겠어요 솔직히 다시 이용은 안할 것 같아요,0
54,조용하고 다 좋은데 정규방송 시청만 가능하고 커피포트 테이블 청결상태가 나쁩니다,0
55,사진이랑달라서놀랬었음,0
56,갈때마다 물건을 두고 왔는데 한번도 찾은적이 없어요 오늘도 호 가운 밑에 담배 한보루를 두고 와서 전화를 했는데 통화가 안되네요 이번엔 부디 찾아주시기를,0
57,숙소 외관은 예쁘고 시골에 놀러온것 같은 느낌이였어요 근데 내부가화장실이 당황스러울 정도로 작았구요 씻을 수 있는 공간이랄게 없네요 그리고 바닥에서 못 주무시는 분들 이불은 깔려있지만 그냥 없는거나 마찬가지에요 너무 딱딱해서 자면서 몇번이고 깼네요 후기가 다 좋아서 믿고 간건데 전 그냥 그랬어요,0
58,객실 청결도는 딱 모텔임 업그레이드 해주셔서 욕조 있는 객실 이용함 화장실 문 미닫이문인데 닫으면 자기 혼자 스스로 열림 퇴실 시간 맞춰 나가려고 했는데 퇴실시간 지나지도 않았는데 미리 전화와서 퇴실하라함 기분 나빴음,0
59,지하라는게 미리 고지가 되어있었으면 좋았을텐데요습하고 공기가 넘 탁했어요 곰팡이 냄새도 났고요,0
60,늦은 퇴실인데 카운터에서 시간 착각 하여 더 빠른 시간에 전화 와서 깬 거 말고는 괜찮았어요,0
61,화장실 물 안내려감 변기 시간째 물 안채워져서 물 못내림 욕조도 배수구 꽉 막혔는지 안내려감 직원인지 사장인지 말했더니 수리 안되니 딱히 참아달라함 남들이랑 같은 돈내고 묵는건데 참아달라는 건 뭔지 별점 잘 안깎는데 여행하러갔다가 기분 상해서 깎음,0
62,바닥도 끈적거리고 좀 많이 그렇네요 사장님이 매우 친절했어요 근데 청결상태가 안좋네요 털이나 머리카락이 좀 많이 남아있었어요,0
63,저희 머리카락도 아닌데 시트에 있는게 찝찝하네요,0
64,숙소는 나름괘찮음 그런대 트윈패드로했는대 중 자녀랑와서 만원추가 아쉽음,0
65,예약하고 갔는데 사진과 많이 다르길래 잘못 온 줄 알고 보니까 스탠다드 방을 주심 전화해서 얘기하니까 는 청소가 안됐다며 차액 환불하고 프리미엄으로 바꿔주겠다고 하심 얘기 안했으면 돈내고 스탠다드 방 쓸뻔함 체크인할 때 말이라도 해주시지 아쉬웠어요 그리고 현관문 아래쪽은 왜 살짝 뚫려있던건지 의문,0
66,객실에 블라인드도 없고 이불은 세탁 하는건지 화장실 냄새 쩔고 아쉬운 커플룸 사용기입니다,0
67,사진이랑은 시설은 비슷했는데 들어가자마자 바닥에 먼지 굴러다니고 화장실에 거미줄 있고 침대 위 선반에 먼지 있어서 청소를 좀 더 신경써줬으면 좋겠어요 침대는 그나마 깨끗해서 잠은 잘잤어용,1
68,위치를 잘못보고 잘못 예약을 햇는데 취소도 안되고 저렴한 맛에 그냥 하루 묵엇내요 주차장이 따로잇는것도 아니고 그래서 문의전화햇는데 그렇다고 친절한것도 아니네오 주차가 너무 불편해요,0
69,청결상태좋치안았구요 방에들어가니 냄새가너무만이나요 서비스는 보통이네요 충전기도 달라고하니 머라고 궁시렁그러면서 갖다주시더라구요,1
70,시설은 생각보다 좋지만 가격대비해서는 별로인것같네요 다들 평점을 좋게주셔서 조금 놀랍지만 그래도 역가까운데 원하시면 괜찮으실듯해요,1
71,왠만하면 이런글 안남기는데요개선이 필요할것같아서 글남깁니다 에어컨소음이 너무 심해서 틀어놓고 있는것도 불편했고 한여름이라 덥고습한데 틀어놓고 잘수가없어서 힘들었습니다 에어컨자체도 너무 오래된거같았고요 침대나 청결상태는 괜찮았습니다 숙소몇군데 묶어보았지만 이런곳은 처음이었네요,1
72,들어가자마자 담배냄새가 너무 심했구요 이불에서도 냄새가 나서 힘들었어요,0
73,고심끝에 온 곳인데 너무 기대를 했나봐요 샤워하는데화장실전체가 물바다가 되는걸 보고 놀랬어요 한참시간이 지나서야 물이 빠지는데하수구 청소를 안하시나요 얘기하려고하는데 방전화기로 프론트 전화도 안되고 그래서 씻다말고 내려왔는데 방 얘기는 안하시고 자꾸 전화가 왜 안되냐면서 전화다시걸어보라는 말만 하시고 결국 옆방으로 바꿔주셨긴했지만 룸 컨디션은 완전 노후한 느낌에 세면대밑에 테이프 감긴거보고 깜짝놀랐습니다 그리고 샌드위치는 주시겠지했는데 안주실거면 왜 혜택에 적으신건가요 물론 침대는 다른 후기들처럼 푹신하고 따뜻했어요 장판이 있더라구요 정리하자면 호호 방컨디션은 치곤 노후합니다 여사장님의 대응이 좀 아쉬웠습니다 침대만 좋습니다 혜택에 샌드위치는 없는걸로 생각하시면 됩니다,1
74,생각보다 방음이 너무 안됬어요 옆방 물내리는 소리나 씻는소리 다 들렸어요 군데군데 녹슬어있는곳도 있고 가운도 보풀이 너무 일어서 입을때 까칠까칠했어요 다음에 전주오더라도 여기는 안올거 같아요,0
75,가성비 좋습니다 주차 좋고 근처에 식당 편의점 좋은데 다만 티비 리모컨이 상당히 느립니다 아침 빵이 리필이 되면 좋겠어요,1
76,시설이 조금 오래되고 먼지가 조금 있었지만 넓어서 괜찮았어요,0
77,호텔인데 닉값을 못하네요,0
78,화장실 유리벽이라 다 비침 실내 청소 상태가 엄청 깨끗하진 않음 실내가 상당히 어두움,0
79,이번이 벌써 번째 방문이네요 올 때마다 로비 비품 방향이 바뀌어 있네요 고심이 많으신 것 같습니다 룸 컨디션은 여전히 좋았고 스타일러 등의 관리도 잘 되어 있었습니다 항상 고객을 위해 조용한 서비스를 해주셔서 만족했는데 저녁 시가 넘어 룸을 잘못 찾아오는 것은 좀 실례인 것 같습니다 잠이 깨서 다시 잠 자기가 힘들었어요 전주 내려올 때마다 이용하는 곳인데 초심을 잃지않고 계속 잘 유지해주셨으면 좋겠습니다,1
80,겉은 굉장히 멀쩡해보이는데 화장실에 담배냄새 엄청 심하고 시설도 좋지않아서 적잖히 당황했어요 담배냄새 나서 방 바꿔줄수있냐고 물어봤는데 마스크도 안쓰시고 사장님 올라가실거라거 하고 오시지도 않고 딱히 잤네요 돈 더 내서 다른곳 주무세요,0
81,자는데 복도에서는 막 소리지르고 배정 받은 방 상태는 넷플릭스 사용하려고 비번 문의 하니까 안되는 비번 불러주고 그거 안되면 자기도 모른다고만 말하시고 드라이기는 바람도 약한데 켜지고 초 후에 멋대로 꺼지고 사장님 문의 태도 덕분에 이제 앞으로 이용할 일은 없을꺼 같아요 배째라 운영 잘 봤습니다,0
82,너무 오래된 모텔 느낌이 들었음,0
83,연휴때 급하게 잡았는데 한옥마을 걸을만한데 초행길이라 구비구비 가다가 택시탔네요 방은 따뜻하고 장판도 있어서 다행이였어요 방에 거울이 많네요 밤에 화장실가다가 깜짝 놀랐어요 화장실은 변기방 따로 샤워실따로 있어서 편했습니다 화장실 바닥은 장판이라 신발없이 들어가는 거라 조금 찝찝했어요 어메니티 사용하지는 않았지만 있습니다 가격만 합니다 저럄히 숙소 찾으시면 잠만잘꺼니깐 뭐 좋숩니다 주차시설도 괜찮아오 자리 많아요 끝,1
84,밖에서 갑자기 문이 열렸고 현관에 불도 들어오고 왜그랬을까 계속 생각드네요,0
85,깨끗한 시설 환경좋아요,1
86,가격 싼 맛으로 잘 만해요,1
87,방음이 잘 안돼있음 옆방에서 냉장고 여는소리 닫는소리 다들림 직원들에게 그닥 친절함을 느끼지못함 스낵바 이용하는데 음료수가 없어서 없다고 하니까 그냥 물 가져가라는 식으로 얘기하는 등 그닥 별로였음 다신 가고싶진않은 곳,0
88,트윈 방에서 밥 먹으면서 술마시다 술이 모자라 더 사오는데 아줌마가 만원을 더 달라고하네요 아니면 나가라고 왜 그러냐고 하니 잠만 자라고 소리를 지르네요 인기준 트윈방인데 명이 일 끝나고 술마시면 안되는 기준이 있냐고 물어보니 본인 마음이라는데 열받아서 전화로 싸웠네요,0
89,싼게 비지떡입니다 이불에 먼지가 많았구요 드라이기가 찌들어서 돌아가지도않고 에어컨 먼지가 가득하구요 샷시는 창이 하나밖에없어서 단열도안되고 유리도 싸구려인지 비누에 정체모를털도 있고 면봉도 없습니다 바닥도 장판인데 찐득찐득 하구요 냉장고 돌아가는소리가 차 지나가는소리네요 배개 뒤에는 김치국물 묻은자국 그대로구요 집안에 당연히 먼지가 많아서 코를 계속 훌쩍이네요 여기가면 죄인됩니다 최악이네요,0
90,여기 리뷰만 보고 좋아보여서 간건데 진짜 침대가 너무 안좋네요 침대가 안좋아서 허리가아파서 잠을 한숨도 못잤어요 허리 안좋으시거나 침대 예민하신분들은 숙박하기 어려울것같습니다 요즘 모텔들 침대부터 따지는데 다른 체인점과는 달라서 많이 아쉬워요 건물 외관이나 주차는 괜찮았구요 출장 다닐때마다 넘버는 체인이라 믿고 항상 갔던건데 전주점은 다신 안올것같습니다 청결도 중요하지만 잠자리가 편안해야 다음날 만족도도 높은건데 말이죠 여튼 신경좀 써주세요,0
91,리모델링한 모텔이네요 근데 담배냄새가 문을 열어놔도 안빠져서 잠을 잘 못잤어요 침구는 깨끗하니 좋았어요,0
92,몇차례 방문인데 이번에는 티비컴터욕실 그럭저럭 괜찮아요 근데 방음이 너무 안되네요 옆방에서 뭘하는지 소리가 다 들리고 창문밖에 소음도 다 들릴정도 에어컨 소리인지실외기소리인지 덜덜 직접 들어보셔야할것 같아요 특히 심하네요꼭꼭 그외나머지는 무난합니다,0
93,딱 가격만큼의 시설에 청결상태는 더신경써주셔야할듯,0
94,사진에서 보이는 것 처럼 똑같아요 깨끗한 편이었고 다만 콘센트가 여유롭지 못한게 아쉬웠어여,0
95,자주이용하는 곳인데 크리스마스 앞둔 주말이어서 그런지 청소상태가 좀 지금까지 몇 번 겪었던 화장실 변기 청소 후 변기물 안내리시는 듯 변기에 먼지와 머리카락 잠수중이어서 항상 처음 변기는 물 내리고 사용합니다 이번엔 샤워기 샴푸 주변 머리카락 붙어있었습니다 종이컵 위에도 먼지가 앉아있었구요 바쁜 곳 인줄 알지만 좀 더 신경써주심 좋을것 같네요,0
96,담배냄새가 안나는 방을 원했는데담배냄새가 좀 났음 방은 넓음,0
97,객실이 더럽네요 머리카락이 그냥 있어요 바닥에 얼룩도 있구요 찝찝하더라구요 청소를 청결하게 했음 괜찮을듯해요,0
98,장단점 주차 편해요 화장실 청결 좋아요 객실 청소는 점 드릴께요 분거리 롯데백화점 있어요 주변 음식점 까페 등 많이 있어요 리모델링 한 모텔 입니다 여 사장님은 무뚝뚝 하신듯 하지만 친절하신 것 같아요 발냄새 같은 캐캐한 냄새가 나서 밤새 창문열고 잠 을 잤네요그래서 많이 추웠어요,0
99,남자친구랑 급하게 잡은 숙소인데 진짜 너무 후회했어요 야자 브랜드값 너무 못하구요 침구는 구멍나있고 수압은 최악이고 도대체 월에 모기는 왜있는지 저녁내내 귀 주변에서 웽웽 거려서 다른데 잡고 빨리 나갈까 진짜 고민할 정도였어요 애인이랑 가시려고 고민하시는분들 애인한테 욕먹지말고 몇만원 더 주고 다른데 가세요 그냥 모든 물건이 다 세월의 흔적이 느껴져서 만지고 싶지않았어요 다시는 안가요 저녁 시 이후에 가니 주차 자리 없었어요 도보 특가로 예약한게 아니라서 옆에 공영주차장에 돈대고 주차해서 억울했는데 말씀드리니 현금 천원 돌려주셨어요일최대천원인상되었더라구요 가시는분들 말씀드리세요,0
100,따뜻하게 잘 쉬고왔어요,1
