name,rating,write_date,source,sentence,label
베스트웨스턴 플러스 전주 호텔,5,2025-06,y,비가 와서 밤에 돌아다니지 못해 아쉬웠어요 조용하고 조식도 맛있고 근처에 한옥마을 가까웠습니다,1
전주 아늑호텔,5,2024-07,y,콩나물 콩나물 콩콩 콩나물 피시방보다 컴퓨터가 더 좋네요 헤드셋 있는 데는 첨 봅니다 얼굴 마사지 팩도 있더라고요 오이팩 일단 새거라 완전 냄새가 안 나고 이것저것 깔끔해서 좋았어요 오픈 행사 자주 하면 좋겠어요 여러 방 다녀보고 싶어요,1
전주 투썸호텔,4,2023-07,y,깔끔하고 좋은 가격에 출장 시 묵는 곳입니다 잘 쉬었다 갑니다,1
전주 관광호텔,1,2025-06,y,호텔 연식도 연식인데 기본적으로 그냥 더러워요 베개에서는 누구인지 모를 정수리 냄새가 나고 이불 위에 누우니 먼지가 날아다니는 거 보고 불쾌해서 안 덮고 잤어요 다신 안 가고 싶어요 사진 리뷰 남기려고 사진 찍는 것도 솔직히 속 메스꺼워서 차마 못 찍고 글로만 남깁니다 그냥 냄새나고 더러워요,0
전주 더케이,5,2023-07,y,컴퓨터가 대나 있는데 무슨 방인지,0
전주 전주한옥마을점,3,2025-05,y,한옥마을 객리 비단길 등 위치 면에서는 좋았습니다 그리고 가격도 저렴하고 욕실 청소 상태가 좋았고 방도 깨끗합니다 그리고 샤워기 수압은 약해 사용하는 데는 조절도 쉽고 불편했습니다 방도 적당하였으나 스타일러는 전압 문제로 사용이 어려웠고 넷플릭스는 불 수 있었으나 텔레비전은 볼 수가 없어 너무 힘든 시간을 보냈고 일찍 퇴실하였습니다 프런트 근무자도 담담하게 체크인했습니다 주차장도 있어서 좋았습니다 주변에는 편의점과 음식점이 많이 있어 시간을 보내기도 좋습니다 특히 음식점들은 너무 많아 원하는 음식을 골라 먹을 수도 있습니다 감사합니다,1
전주 이야기펜션,5,2020-07,y,대박사건 인생 펜션 발견했습니다 청결하고 정갈하고 세심한 부분까지 정성이 들어갔다는 게 확실히 느껴집니다 전주 올 때 무조건 재방문해야겠습니다,1
전주 히든호텔,5,2016-07,y,덕진 공원 근처에 있어서 이용하기도 편리하고 방도 깔끔하니 좋았습니다 다음에도 방문할 예정입니다,1
전주 히든호텔,3,2017-07,y,객실 깨끗하고 시설 무난합니다 좋아요 변기가 욕실에 한꺼번에 인테리어 돼 있지 않고 따로 설비되어 있고 방 안에 세면대가 있는 특징이 있네요 아이스크림도 하나씩 먹고 코코아도 한잔 먹고 갑니다,01
전주 호텔레이나구 전주 소풍,5,2025-05,y,후로 출장 어의 리얼 팩트 리뷰입니다 이번 숙소는 다시 이용해 본 전주 소풍 지점입니다 너무 더운 여름 다들 힘내시길 바라며 저의 리뷰가 도움이 되었으면 좋겠네요 장점 깨끗하고 리모델링한지 얼마 안 된 것 같네요 에어컨 잘 나오며 모텔특융디 냄새도 안 납니다 주변에 식당 많고 맛집도 더러 있습니다 배달 편의시설도 잘 되어있네요 지하에는 노래방과 오락기가 있네요 이용 들해보시길 단점 찾고 찾는다면 약간 협소한 주차공간 정도 재방문의 사 아주 많아요,0
전주 호텔아지트 서신롯데점,3,2022-07,y,숙소 위치랑 내부 깔끔 한 건 맘에 들었는데 주차장 잘 주차해놨는데 키 맡기는 부분에서 설명이 잘 안돼서 답답했어요 키 안 받았는데 사장님께서 키 주신 줄 착각해서 여러 번 얘기했네욥 다른 건 다 괜찮았어요,0
전주 윈져,5,2017-07,y,대실은 항상 윈저 이용하고 있어요 근데 앱으로 오는 거랑 그냥 가는 거랑 방이 좀 다르네요 앱은 수수료 떼서 그런가 티브이도 다르고 스피커도 하나 없고 그래도 편하게 잘 쉬다 갑니다 또 올게요,1
전주 이츠호텔,5,2025-05,y,시설 좋고 깨끗했습니다 가격도 정말 착합니다 강추,1
전주 호텔아지트 서신롯데점,5,2023-07,y,전주 여행으로 찾다가 방문했는데 생각지도 못하게 강이 훤하게 보이는 뷰라서 깜짝 놀랐습니다 화장실도 정말 깔끔하고 일단 방이 아기자기한데 침대 넓고 매트릭스 좋고 갑작스레 방문하면 핸드폰 충전기 없이 방문할 경우도 있는데 센스 있게 충전기 개씩 있고 좋아요 주차도 넓게 잘 되어있고 잘 쉬었다 갑니다 다음에도 방문할 것 같아요,1
전주 아늑호텔,4,2025-05,y,항상 매번 만족하면서 이용하는 숙소이나 화장실 문 여닫을 때마다 소리가 너무 거슬려서 아쉬운 느낌,0
전주 호텔 늘,5,2024-07,y,금요일 숙소 이용 후에 다시 예약한 숙소입니다 저번 방은 업그레이드해 주셔서 되게 크게 느껴졌는데 이번 방은 정도밖에 안 되는 것 같더라고요 아쉽네요 블라인드도 끝까지 내려오지 않아 너무 밝아서 이용에 조금 불편함을 느꼈습니다 이러한 부분 조치를 취해주시면 감사할 것 같습니다 베개커버도 더러운 부분이 있었는데 이런 사소한 부분을 조금 더 신경 써주면 좋을 것 같습니다 그리고 침대 사이드 부분에 딱딱한 뭔가가 있어서 위험했습니다 이게 뭔지는 모르겠지만 주의가 필요할 것 같습니다 금요일 방에 비해서 조금 아쉬운 방이였습니다,0
전주 전주한옥마을점,0,2024-07,y,들어오자마자 냉장고 아래 물 고여있고 화장실도 다 뚫려있어서 방음 도 안 됩니다 옆방 커플들 격렬하네요,0
전주 호텔사운즈,5,2023-07,y,방 크기는 딱 원룸 크기였고요 정말 깨끗했어요 방이 좁아서 조금 답답함은 있었는데 청결 부분에 성 짱입니다 가성비도 정말 좋고요 화장실 청결 대박 쓰 수입은 좀 약한 거 같아요 그거 빼고 완벽해 유,0
전주 히든호텔,5,2016-07,y,옆 모텔보다 비싸긴 하지만 여기 어때 보고 그나마 제일 나은 곳이라 생각하여 좋아요,1
전주 전주한옥마을점,0,2024-07,y,침구 세제 이염된 채로 그냥 사용 방향제 냄새 코를 심하게 찌름 수건이 걸레짝만큼 실밥이 다 풀려있고 더러움 욕실 세면대 부서져서 물 다 새고 물때 심함 객실에 있는 종이컵 장시간 방치되어 있었나 이물질과 먼지 심하게 묻어있음,0
전주 호텔 늘,0,2023-07,y,원래 시설 그저 그래도 좋다고 리뷰써주는데 정말 리뷰 좋게 써줄 수가 없네요 늘로 예약하고 갔는데 프론트에 사람이 없더군요 전화번호로 전화하니 내려갈게요 해놓고 분을 더 기다린 것 같네요 분을 기다렸더니 하는 말이 안 좋은 방만 남았다며 길 건너 노이도 사장님이 같다고 업그레이드 해드릴테니 노이로 가시라고 그래서 노이로 갔는데 업그레이드 라더니 업그레이드 맞는 건가 싶었습니다 카드키는 인식이 안되는지 불도 안켜지는 방이었네요 내려가서 상황 말했더니 분을 기다려도 안켜지냐는 말이 말인가요 누가 현관앞에 서서 분을 기다립니까 불이야 제가 켜면 되니까 크게 불편함 없으니 그냥 쓰자 맘먹고 올라와서 짐을 풀며 방을 보는데 저는 사용도 안 하는 컴퓨터가 켜져있었어요 본체 돌아가는 소리 거슬려서 컴퓨터 먼저 꺼버렸네요 바닥엔 머리카락이 뭉텅이로 돌아다니고 샤워실엔 최소한 선반은 설치 해주셔야 하는 거 아닌가요 커다란 통도 아니고 작은 통으로 바닥에 놔두다니요 침대는 수평이 아닌 다리쪽을 약간 올라가게 해두셨던데 일부러 그러신 건지 허리가 푹 꺼져서 좀 힘들었네요 베개엔 긴 머리카락 침대보를 분명 갈았을텐데 베개 아래쪽으로 머리카락들이 쌓이고 쌓여있고 씻으려고 어메니티 봉투 열었더니 썼던 치약이 들어있네요 진짜 어이가 없어서 사진도 첨부합니다 출장 다니며 많은 숙박시설 이용했는데 이런 곳 처음입니다 업그레이드 라더니 이게 업그레이드면 늘은 대체 어떤 방인지 상상도 안 되네요 다음은 없을 것 같네요,0
전주 브라운도트 중화산동점,5,2024-07,y,항상 잘 이용합니다 항상 잘 이용합니다 항상 잘 이용합니다 항상 잘 이용합니다 항상 잘 이용합니다 항상 잘 이용합니다 항상 잘 이용합니다 항상 잘 이용합니다 항상 잘 이용합니다,1
전주 더케이,4,2021-07,y,무난 무난했습니다 침대 푹신해요,0
전주 호텔아지트 서신롯데점,4,2024-07,y,출장이 많아 항상 숙소에 대한 고민이 많아서 사무실과 가깝고 출장지 교통도 생각해야 하고 시설은 좋아야 하고 방은 깨끗해야 하며 화장실 및 세면대의 수압은 좋아야 하고 이부자리 역시 포근하고 깔끔 하야하며 머 이렇게 저렇게 생각할게 한두 가지가 아닌데 어디를 가든 한두 가지는 항상 아쉬움이 남기 마련이죠 당연 하루에 피곤을 풀어 버릴 수 있는 편의 시설과 넷플 또는 좋아하는 스포츠 채널을 선호하는데 어떤 곳은 없고 어떤 곳은 유로 채널이고 즐기고 휴식에 있어 제한이 많았는데 여기는 바로 앞에 위 모든 내용을 만족하는 최고의 숙소인 것 같아요 추천합니다,1
전주 관광호텔,1,2019-07,y,이불을 만질 때마다 하얀 먼지들이 풀풀 날아다니고 방은 좁디좁고 침대만 넓네요 비염 환자들은 꼭 피해야 될 최악의 곳,0
전주 와이케이,5,2022-07,y,깔끔하고 좋아요 넓은 게 아주 맘에 들었습니다,1
전주 관광호텔,5,2019-07,y,시내랑 가까워서 조앗어요,1
전주 마리 터미널점,5,2022-07,y,터미널 이용할 때 잠깐 이용했는데 너무 깔끔하고 좋았어요 분위기도 있고 공기청정기 무엇보다 방이랑 화장실이 넓어서 너무 편하게 쉬다 가요 다음에도 이용할 의사 있습니다 감사합니다,1
전주 아늑호텔,5,2024-07,y,숙소 예약할 때 청결상태를 중점으로 보는 편인데 청결도 최상입니다 에어컨 곰팡이도 하나도 없고 침구류도 깨끗합니다 빗이나 드라이기 같은 공용물품은 관리 안 된 숙소들도 많은데 머리카락 한 올 없었어요 침대도 푹신하고 숙소 이름대로 아늑 그 자체입니다 세면대 변기 분리되어 있는 것도 좋았고 룸서비스도 저렴하고 굿즈들도 너무 귀여워요,0
전주 제이즈호텔,5,2024-07,y,잘 쉬다 왔습니다 일반실 예약했는데 더블 침대로 업그레이드해 주셔서 감사합니다,0
전주 화이트호텔,4,2022-07,y,조식 및 소모품은 이용에 좋음 객실에 들어오자마자 담배 냄새로 얼굴이 찌푸려지게 함 환기를 위해 창문 개방하니 도로 옆 차량 통행 많은 곳이라 소음이 많아 수면 취하기 힘듦 다음 이용은 글쎄,0
전주 큐,3,2025-06,y,샤워기 물 온도조절이 힘듦 뜨거운 물 찬물 잘 나오는데 엄청 뜨겁거나 엄청 차갑거나 디테일하게 조절이 힘듦,0
전주 히든호텔,5,2022-07,y,정결하고 박하기 좋아요,1
전주 화이트호텔,3,2023-07,y,화장실에서 담배 냄새 같은 불쾌한 냄새가 많이 납니다,0
전주 마리 덕진공원점,3,2019-07,y,무난한듯합니다 잘 쉬다 갈게요,0
전주 호텔레이나구 전주 소풍,0,2024-07,y,웬만하면 리뷰 좋게 남기고 싶었는데요 너무 별로여서 사진도 못 찍었네요 전 객실 금연이라고 했는데 방에 담배 쩐내랑 다른 이용객이 화장실에서 담배를 피워서 화장실 타고 올라옵니다 리뉴얼 되기 전에 한번 가고 리뉴얼 되었다고 해서 기대 많이 했는데 정말 실망했어요 일단 담배 냄새에 약하신 분들은 정말 비추천입니다,0
베스트웨스턴 플러스 전주 호텔,4,2024-07,y,한옥마을까지 걷기에는 거리가 좀 있어서 매번 차 가지고 다님 아이와 어른들 모시고 가는 여행에는 조금 위치가 애매함 방이 나누어져 있어서 시부모님 모시고 간 여행이었는데 그건 편했음 공간이 분리되어서 좋음 침대가 너무 엘이었음 명다 자고 못 일어나는 줄 커넥팅 룸 침대 정말 너무 불편했습니다 침구는 괜찮았는데 아이도 잠드는 데 오래 걸리고 베개는 높고 정말 불편했어요 시까지 레이트 체크아웃이었는데 침대가 불편해서 시에 눈이 떠져서 시에 그냥 나왔습니다 재방문 의사는 없어요 다른 룸은 어떨지 모르겠지만 여긴 침대가 정말 너무 불편했어요 그리고 위치도 한옥마을과 좀 떨어져 있으니 참고하시면 좋을 것 같아요 체크인이나 뭐 다른 이용에 불편함은 없었습니다,0
전주 하운드호텔 전주아중지구,5,2025-05,y,편안하게 쉬다가 갑니다,1
전주 히든호텔,3,2025-04,y,퇴실 시간을 착각해서 시간 늦게 퇴실 시 넘어서 전화 옴 퇴실 시간이 시인데 시간을 초과했다며 초과요금을 요구 그래서 추가요금 지불,0
전주 브라운도트 덕진점,5,2023-07,y,시설 청결 서비스 만족입니다,0
전주 더케이,5,2024-07,y,편의점도 가깝고 좋아요,1
전주 윈져,4,2018-07,y,딱히 불편한 것도 없고 적당히 잘 쉬었다 갔어요,0
전주 호텔아지트 서신롯데점,5,2022-07,y,출장을 자주 다녀서 이곳저곳 숙박을 많이 하게 되는데 정말 가성비 최고 갑입니다 시설도 깨끗하고 만족합니다 사장님 친절하시고 정말 잘 쉬었다 갑니다 출장 오면 다시 가봐야겠네요 감사합니다,1
전주 마리 터미널점,3,2020-07,y,조식은 괜찮고요 전기장판이 없어서 난방을 빵빵하게 해줘야는데 그렇지 않아 추웠네요,0
전주 화이트호텔,5,2023-07,y,급하게 예약했는데 뭔가 펜션 느낌 같고 좋았어요 따뜻하고 깨끗하고 앞으로 이제 자주 찾을 거 같아요 다음에는 오래 이용하고 싶어요 아 담배 냄새도 안 납니다 최공,1
전주 관광호텔,3,2019-07,y,좀 어둡지만 그럭저럭 괜찮았어요 가성비는 아주 좋은 편입니다,1
전주 히든호텔,5,2017-07,y,역시 계속 맘에 둠 청소가 잘 되어있고 코코아가 맛남 코코아는 계속 먹어줘야 하,0
전주 마리 터미널점,0,2025-07,y,아무리 구려도 리뷰는 처음 써보는데 하도 싹수가 없어서 리뷰 작성함 예약하고 나서 한참 뒤에 전화 와서 하는 말이 특가 예약은 끝났는데 일찍 오면 그냥 입실 시켜주고 늦게 올 거 같으면 취소한다고 통보하는데 죄송하단 말도 없이 뭐가 그렇게 당당한지 어처구니가 없네요 여기 어때에는 취소 사유가 만실이래놓고 지금도 예약이 가능한데 뭔 소리를 하는지 장사 그따위로 하지 마세요 열받아서 다시 전화하니 그때도 당당하게 똑같은 소리만 처하다 따지니까 그때 돼서야 죄송하다 하고 앉았음,0
전주 큐,5,2020-07,y,자주 와요 최고 친절하고 든 이,1
전주 큐,3,2017-07,y,좋아요 좋아요 조앙 조아여 괜춘홍홍 자주 와요 깨꿋 정수기 아니어서 더 좋아요,1
전주 호텔 어반스테이아중점,5,2025-06,y,잘 쉬다 갑니다 조용하고 시설 부분이 깔끔했습니다 침대도 좋고 도 좋고 화장실이 깔끔했습니다 전체적으로 깔끔하고 청결했습니다 주변에 편의점이나 먹거리 살 때도 있어 사용하기 좋이 감사합니다,1
전주 라베 호텔,4,2023-07,y,더블침대 개여서 식구 지내기 편했어요 화장실이 생각보다 좁아서 좀 아쉬웠고요 접이식 테이블이 있어서 저녁에 야식 먹을 때나 조식 먹기 유용했어요 아침에 간단한 조식이 준비되니 참 좋았는데 누룽지까지 있어 더 든든했답니다,0
전주 마리 덕진공원점,5,2025-05,y,호텔 조용하고 아늑했어요 온수매트가 있어서 따뜻하게 푹쉬었고 화장실과 욕실이 따로 배치가 돼어 있어서 쓰기에 아주 유용하고 편리했습니다 사장님 직원분들 너무도 친절하셨고 수건도 넉넉히 들어 있었어요또한 물도 개나 들어있어서 녹차 만들어서 따뜻하게 마셨고 침대와 쇼파가 분리가 잘 돼어 있어서 더 유용하고 편리했습니다 모처럼 신랑하고 좋은 숙소에서 전주 여행을 했구요 길 건너편쪽에 도보 분거리 에 유명한 전주 비빕밥집 고궁 이라는 곳에서 식사도하고 호텔 주위가 편리했어요 다음에 또 전주에 놀러올 기회가 있으면 꼭 다시금 찿아 올께요 아참고로 물말고 커피와 음료도 있어요 아주 추천해요 저희는 트윈베드라 쫌더 편안하게 숙박을 했어요물도 어찌나 시원스럽게 나오는 지 씻기에도 편리하고 욕조도 커서 반신욕 하기도 딱 좋터라구요 겨울엔 역시 따뜻한곳이 젤인데 여긴 따뜻 하고 조용하고 편리한곳 이었어요 기억에 많이 남는 요곳추천합니다 사장님 친절하게 해주셔서 감사해요 담에 또 찿아 뵐께요,1
베스트웨스턴 플러스 전주 호텔,4,2021-07,y,제가 가본 호텔 중에서 너무 좋았음 시설이 너무 깨끗 그 자체 다시 오고 싶음,1
전주 호텔 늘,5,2018-07,y,깨끗하고 청결합니다 늘 친절하시고 여전히 편안하게 잘 쉬었네요 흠잡을 데 없이 강력 추천드립니다,1
전주 관광호텔,5,2022-07,y,아 진짜 저렴한 숙소인데 상태가 장점 저렴 단점 가격 빼고 다 여기 진짜 리모델링이 시급이 불 수건 상태가 방음은 최악 진짜 시끄러워서 잠을 못 잠,0
전주 에이치에비뉴 덕진점,5,2025-06,y,사장님도 친절하시고 신축이라 그런지 방이 엄청 깨끗하고 좋았습니다 커튼이 자동으로 열리는 것도 신기했어요,1
전주 큐,3,2025-04,y,이불에 담배빵 흔적 구멍 검은 얼룩 와이파이 안됨 옆방 걸로 어쩔 수 없이 잡았더니 어쩌다 한 번씩 돼서 그냥 데이터 씀 빗에는 머리카락 욕조는 쓰려고 했으나 마개 없음 근데 있어도 안 썼을 듯 물 수압은 괜찮은데 온도 조절 어려움 저렴한 만 원대라 괜찮은 것 같아요 에어컨 상태 안 좋았는데 티브이 리모컨 통합 그냥 처음에 켜져 있는 상태로 놔둘 걸 껐다 켰더니 세기도 약하고 물을 뱉는 선풍기는 먼지 때문에 틀기 싫고 전기장판이 침대에 깔려있는 듯,0
전주 에이치에비뉴,5,2024-07,y,전주 방문 시 항상 애용하는 숙소입니다 깔끔하고 쾌적합니다,1
전주 스마일,3,2023-07,y,따뜻한 물 나오고 샤워시설 나쁘지 않았어요 전기매트도 잘 작동되고 좋았어요 근데 환기가 잘인 되어있어서 담배 냄새가 좀 많이 나서 힘든 면이 있습니다 들어가자마자 환기부터 하시고 방 사용하면 좋아요,0
솔 호텔,3,2020-07,y,좋아요 좋아,1
전주 호텔사운즈,4,2025-04,y,그냥 무난했던 것 같습니다,0
전주 이야기펜션,5,2023-07,y,복층 주택 집에 로망을 가지고 있었는데 로망 실현이네요 평안한 시골 풍경 그리고 예쁜 방 그리고 조미료 및 주방용품들 이렇게 인심 넉넉한 곳 서 살 저희 딸도 남편과 저도 모두 모두 만족하고 다음에 전주 오면 꼭 다시 여기 올 거예요,1
전주 관광호텔,3,2018-07,y,서비스가 너무 짜네요,0
전주 이츠호텔,4,2025-06,y,늘 이용합니다만 오늘은 침대 밑 협탁 밑에 눈에 보이는 이물질이 꽤 있었습니다 매번 꼼꼼히 보는 입장인데 유독 오늘 그렇더라고요 나은 청결 부탁합니다,0
전주 큐,5,2023-07,y,평일 가성비 좋아요,1
전주 큐,5,2020-07,y,스타일러도 있고 가성비 최고,1
전주 마리 터미널점,5,2019-07,y,아주 깨끗하고 좋넸요,1
전주 호텔 늘,3,2024-07,y,객실에서 담배 냄새가 나는 거 빼고는 괜찮았습니다,0
전주 히든호텔,5,2023-07,y,정말 자주 가는 모텔입니다 갈 때마다 깨끗하게 청소되어있어요 화장실도 깨끗하고 이불커버도 깨끗합니다 가격도 다른 곳에 비해 저렴한 편이고요 방에서 조금만 담배 냄새나면 사장님이 바로 방 바꿔주세요,0
전주 윈져,3,2018-07,y,담에 또 올게요 신경 좀 더 써주세요,0
전주 마리 터미널점,5,2022-07,y,아주 좋았습니다 직원분도 친절하고 시설도 깔끔했습니다 다시 한번 더 가고 싶은 곳이에요 특히 일층의 무료로 커피와 얼음을 이용할 수 있는 곳이 있어서 손님들을 배려한 게 느껴집니다,1
베스트웨스턴 플러스 전주 호텔,5,2023-07,y,직원분들은 매우 친절하고 신상 호텔답게 매우 깨끗합니다 수건도 침구도 깨끗했어요 칫솔 치약은 로비에서 천 원에 구매해야 합니다 단점은 피트니스에 사이클 개 트레드밀 개가 전부라는 거고 침대가 생각보다 많이 작아 트윈으로 변경 요청했는데 잘 바꿔주셨어요 에어컨만 가능하다고 했는데 에어컨도 제대로 작동이 안 돼서 온도를 아무리 내려도 송풍 수준 바람만 나와서 자는데 많이 더웠어요,0
전주 화이트호텔,5,2024-07,y,가성비 짱짱 좋았어요,1
전주 관광호텔,4,2022-07,y,컨디션 좋은 방만 배정되면 괜찮은데 오늘 받은 방은 방음도 너무 안돼서 시끄러웠고 화장실 타일도 깨져서 휴지로 막아놨네요 이런 부분들은 개선이 필요해 보입니다,0
전주 프린스,4,2024-07,y,위치도 좋고 깔끔합니다,1
베스트웨스턴 플러스 전주 호텔,5,2025-06,y,무난함 별 불편한 없이 잘 이용,0
전주 윈져,5,2023-07,y,입실시간보다 일찍 왔는데 빠른 입실시켜주시고 주차할 때 뒤에도 봐주시고 친절하세요,1
전주 호텔아지트 신시가지점,5,2025-06,y,깨끗하니 좋아요,1
전주 윈져,4,2018-07,y,잘 사용했어요,0
전주 투썸호텔,5,2024-07,y,늦게 도착하긴 했는데 친절히 안내해 주고 밤 업그레이드도 해주셔서 너무 잘 쉬다 갑니다,1
