y_137_020,전주 MOMENT708,GC1510908714,버스터미널과 전북대 상권이 가까이 있어 위치가 아주 좋습니다 맞은편에는 롯데백화점이 위치해있구요 주변에서 식사하거나 배달이 용이합니다 객실도 꽤 넓고 만들어진지는 좀 된것같지만 깔끔합니다 침대에 온열매트 있어서 따뜻하게 잤구요 다만 샤워기 물이 따뜻하지가 않아서 좀 많이 아쉬웠네요 살짝 차갑기도하고 좀 시원찮았어요 저희 방만 그랬던것 같아요 암튼 퇴실할때 아이스크림도 하나씩 먹을 수 있어서 맛있게 먹었습니다 재방문해도 좋을것 같아요,4,2025-05,y,긍정,"버스터미널과 전북대 상권이 가깝고 롯데백화점 맞은편에 위치하여 접근성이 좋습니다. 주변에서 식사하거나 배달하기 편리하며, 객실은 넓고 깔끔합니다. 침대에 온열 매트가 있어 따뜻하게 잤으나, 샤워기 물이 차가워 아쉬웠습니다. 퇴실 시 아이스크림도 제공되어 좋았으며, 재방문 의사가 있습니다."
y_137_021,전주 MOMENT708,oa0,주차장부터 시설 내부까지 너무 마음에 들었던 갓성비 숙소 진짜 저렴한 가격에 좋은 서비스 받고 가는것 같아요 일단 가장 좋았던 점은 객실 내부가 엄청나게 깔끔했고 화장실도 깨끗하고 조금은 좋은 냄새가 났구요 테이블이 있어서 배달음식 먹기에도 좋겠다 생각했습니다 그리고 프론트 앞에 식빵과 딸기쨈 그리고 토스트기가 준비되어 있어서 아침에 간단하게 토스트를 먹을수 있었구요 바로 옆에는 아이스크림이 구비되어 있어서 인당 개씩 무료로 먹을수 있었답니다 센스 감동적이죠 아쉬운점은 딱 한가지 있었는데요 방음이 조금 안되는지 아침에 시쯤 일어났는데 주변인지 윗층인지 모르겠는 공사하는 소리에 더 잠들수 없었다는점 두르르르르르 하는 드릴소리랑 의자끄는 끽끽 소리가 나서 강제 기상 했습니다 어떻게 보면 이른 기상으로 맛있는 아침식사를 하러 갈 수 있었기에 완전 럭키비키니였지만 드릴소리가 고막을 때리는 소리라서 힘든건 사실이었네요 예민하신분들은 귀마개 사전준비 하시면 아침 꿀잠이 보장될것 같습니다 이것 빼고는 진짜 다 좋았고 정말 만족했던곳으로 다음에 전주여행 온다면 또 방문 하겠습니다,5,2025-05,y,긍정,"주차장부터 시설 내부까지 매우 만족스러운 가성비 숙소입니다. 저렴한 가격에 좋은 서비스를 받았습니다. 객실 내부와 화장실이 매우 깔끔하고 좋은 냄새가 나며, 테이블이 있어 배달 음식을 먹기 좋습니다. 프론트에는 식빵, 딸기잼, 토스트기가 준비되어 아침 식사가 가능하며, 아이스크림도 무료로 제공됩니다. 다만, 방음이 잘되지 않아 아침 일찍 공사 소리에 잠을 깼습니다. 예민한 분들은 귀마개를 준비하는 것이 좋겠습니다. 이 점을 제외하고는 모든 것이 좋았으며, 전주 방문 시 재방문할 의사가 있습니다."
y_137_022,전주 MOMENT708,작고푸른호박,노후되지 않았을까 싶었는데 깔끔하고 좋았어요 정말 전주에서 얻는 느낌과 비슷한 느낌의 숙소여서 편히 머물고 갑니다 객실 당 숙박이든 대실이든 아이스크림 하나씩 먹을 수 있는 것도 좋았고 어매니티와 수건 네 개씩 깨끗한 바구니에 담겨 있는 것도 좋았어요 침대도 되게 푹신하고 하얘서 정신없이 자느라 체크아웃 분 전에 일어났어요 화장실도 되게 커다래서 더 좋았어요 큰 화장실을 좋아해서 아쉬운 건 티비가 조금 느렸다는 점 넷플 보고 싶은데 저날만 유독 더 그랬던 건지 뭔지 다음 번에도 전주 오게 되면 묵고 싶어지는 곳이었어요 다시 한 번 잘 머물고 갑니다,5,2025-05,y,긍정,"시설이 깔끔하고 좋았으며, 전주에서 얻는 느낌과 비슷한 숙소여서 편안하게 머물렀습니다. 객실당 아이스크림 제공과 깨끗한 어메니티, 수건 제공이 좋았습니다. 침대도 매우 푹신하고 깨끗하여 숙면을 취했습니다. 화장실도 넓어 만족스러웠습니다. 다만, TV가 느려 넷플릭스 시청에 불편함이 있었습니다. 전주 재방문 시 다시 묵고 싶은 곳입니다."
y_137_023,전주 MOMENT708,전주차르봄바주먹,정말 정말 매번 여기는 숙박할때마다 느끼는 건데 사장님도 엄청 친절하시고 기본적으로 재공 돼는것도 많고 해서 너무 좋아요 우선 분위기가 너무 멋집니다 전주 올때마다 항상 여기서 묵고 가는데 너무 좋아요 티비도 크고 침대 푹신하고 우선 벌레나 이런 것들이 없어서 너무 좋구요 그리고 아이스크림도 공짜고 식방도 맛있어요 뷰도 생각보다 너무 좋아요 사진은 그 당시에 못 찍어서 대체 할 사진이 없지만 할말이 많아서 풍경사진 넣고 대체해보는데 저 사진보다 더 멋진 곳이고 더 개쩌는 곳이에요 가격도 저렴하고 전주 오시는분들 꼭 가보새요 좋습니다,5,2025-05,y,긍정,"매번 숙박할 때마다 사장님의 친절함과 다양한 제공 서비스에 감탄합니다. 분위기가 매우 좋고, 전주 방문 시 항상 이곳에서 묵습니다. TV가 크고 침대가 푹신하며, 벌레가 없어 좋습니다. 아이스크림과 식빵도 맛있고, 뷰도 훌륭합니다. 가격도 저렴하여 전주 방문객들에게 강력히 추천합니다."
y_137_024,전주 MOMENT708,벚꽃낭만괴도,전체적으로 깔끔하고 괜찮았어요 가격 비싼것도 축제기간이라 이해할 수 있는데 한가지 너무 큰 단점이 가 자꾸 꺼져요 리모콘을 조작한것도 아니고 가까이 둬서 눌린것도 아니에요 유튜브를 보면 분에 한번꼴로 튕기고 넷플릭스도 시간정도 보면 알아서 꺼져요 이거 제외하고는 다 괜찮았어요,4,2025-05,y,중립,"전체적으로 깔끔하고 괜찮았습니다. 축제 기간이라 가격이 비싼 것은 이해하지만, TV가 자주 꺼지는 큰 단점이 있었습니다. 리모컨 조작이나 눌림이 없었음에도 유튜브는 1분에 한 번, 넷플릭스는 1시간 정도 시청하면 자동으로 꺼졌습니다. 이 점을 제외하면 모두 괜찮았습니다."
y_137_025,전주 MOMENT708,진솔되고유일한카츠산도,촣은 숙박였어요 근데 실내 슬리퍼가 있었으면 좋겠어요,4,2025-06,y,긍정,좋은 숙박이었습니다. 실내 슬리퍼가 있었으면 좋겠습니다.
y_137_026,전주 MOMENT708,엄청나고예술적인이슬,친절하고 깨끗합니다 좋아요,5,2025-06,y,긍정,친절하고 깨끗합니다. 좋습니다.
y_137_027,전주 MOMENT708,블번장미,사진은 없지만 모텔의 기능을 가진 호텔의 조명 그러나 모텔임 위치가 모텔촌이랑 떨어져 잇어서 좋음 그래서 음침함 느낌없이 쾌적하고 혼여로 싸게 급히 묵기 좋음 롯데백화점이마트 가까워서 미리 간단히 사와서 먹는거 추천 편의점 위치가 살짝 애매함 바닥이 집 마루바닥에 온돌 침대 전기장판으로 뜨시게 잘 수 있슴 넷플 가능 유튭도 가능하고 좋아용 벗뜨 화장실 조명이 지 맘대로 꺼져서 화딱지가 남두번이나 그래서 너무 놀람,4,2025-06,y,중립,"모텔 기능을 갖춘 호텔식 조명이며, 모텔촌과 떨어져 있어 쾌적하고 조용합니다. 혼자 저렴하게 급하게 묵기 좋으며, 롯데백화점과 이마트가 가까워 간단한 식료품 구매가 용이합니다. 편의점 위치는 약간 애매합니다. 바닥은 온돌 마루이며 침대에 전기장판이 있어 따뜻하게 잘 수 있습니다. 넷플릭스와 유튜브 시청이 가능하여 좋았으나, 화장실 조명이 멋대로 꺼져 두 번이나 놀랐습니다."
y_137_028,전주 MOMENT708,사효자굴물개,대표 이미지에 욕조가 있어 예약을 했더니 욕조가 없는 방을 배정해 줬네요 도로변에 위치해서 야간 새벽에 다니는 대형화물차 소리 때문에 잠을 설쳤습니다,4,2025-05,y,부정,"대표 이미지에 욕조가 있어 예약했으나, 욕조 없는 방을 배정받았습니다. 도로변에 위치하여 야간 및 새벽 대형 화물차 소음 때문에 잠을 설쳤습니다."
y_137_029,전주 MOMENT708,아라민찐마미,객실은 어땠냐면 솔직히 기대 안 했는데 근데 웬걸생각보다 깔끔하고 아늑했어용 뭐 화려하진 않지만 침구도 깨끗하고 수건도 넉넉하게 준비되어 있었고 무엇보다 침대가 진짜 편했어요 특히 냄새 너무 좋았어요 여행 중 피곤한 몸을 푹 쉬게 그리고 무료 와이파이 빵빵하게 터져서 여행 사진 바로바로 업로드하고 넷플릭스 너무 좋았습니다 그리고 흡연자들을 위한 지정 흡연구역도 마련되어 있다는 점이 좋았어요 냄새 때문에 불편한 적이 없었습니다 다음번에 또 이용할게요,4,2025-05,y,긍정,"기대 이상으로 깔끔하고 아늑했습니다. 화려하진 않지만 침구와 수건이 깨끗하고 넉넉했으며, 특히 침대가 매우 편안했습니다. 좋은 냄새가 나 피로를 풀기에 좋았습니다. 무료 와이파이도 잘 터져 여행 사진 업로드와 넷플릭스 시청에 편리했습니다. 흡연자를 위한 지정 흡연구역도 마련되어 있어 냄새로 인한 불편함이 없었습니다. 다음번에도 이용할 예정입니다."
y_137_030,전주 MOMENT708,분주한두꺼비,좋아요 좋아요 봏아요,5,2025-07,y,긍정,매우 좋습니다.
y_137_031,전주 MOMENT708,주가든주,오랜만에 전주여행왔는데 주요 관광지와 가까워 이동이 편리했습니다 객실은 청결했으며 기본적인 편의 시설이 잘 갖춰져 있었습니다 다만 방음이 다소 미흡하여 인접 객실의 소음이 들렸고 도어락이 고장나 다소 불편함이 있었습니다 직원들은 친절했지만 체크인 과정에서 대기 시간이 길어 아쉬웠습니다 전반적으로 가격 대비 만족스러운 숙박이었지만 일부 개선이 필요해 보입니다또한 객실 내 와이파이 연결이 불안정하여 업무나 인터넷 사용에 불편함이 있었습니다 욕실의 수압이 약간 낮아 샤워 시 불편함을 느꼈고 에어컨의 온도 조절이 어려워 쾌적한 실내 환경 유지에 어려움이 있었습니다 침구류는 청결했지만 매트리스가 다소 딱딱하여 숙면에 영향을 주었습니다 이러한 점들을 고려할 때 전반적으로 보통 수준의 숙소로 평가됩니다,2,2025-06,y,중립,"오랜만에 전주 여행을 왔는데, 주요 관광지와 가까워 이동이 편리했습니다. 객실은 청결했고 기본적인 편의시설이 잘 갖춰져 있었습니다. 다만, 방음이 다소 미흡하여 인접 객실의 소음이 들렸고, 도어락 고장으로 불편함이 있었습니다. 직원들은 친절했으나, 체크인 대기 시간이 길어 아쉬웠습니다. 전반적으로 가격 대비 만족스러웠지만 개선이 필요합니다. 또한, 객실 내 와이파이 연결이 불안정하여 업무나 인터넷 사용에 불편함이 있었고, 욕실 수압이 낮아 샤워 시 불편함을 느꼈습니다. 에어컨 온도 조절도 어려워 쾌적한 실내 환경 유지가 어려웠습니다. 침구류는 청결했으나, 매트리스가 다소 딱딱하여 숙면에 영향을 주었습니다. 이러한 점들을 고려할 때 전반적으로 보통 수준의 숙소로 평가됩니다."
y_137_032,전주 MOMENT708,적극적이고진솔한수작,추천받고 이용 했는데 깔끔하고 좋아요,5,2025-06,y,긍정,추천받고 이용했는데 깔끔하고 좋습니다.
y_137_035,전주 MOMENT708,영덕대게마을지하,사장님께서 직접 관리를 하시는 것 같아 깨끗함을 믿을 수 있기에 대실에도 종종 이용하는 편입니다 주로 숙박으로 이용을 하는데요 이곳은 방음도 잘되고 잠자기 그만큼 편안한 곳입니다,5,2024-07,y,긍정,"사장님께서 직접 관리하는 것 같아 청결함을 신뢰할 수 있으며, 대실로도 종종 이용합니다. 주로 숙박으로 이용하며, 방음이 잘되어 잠자리가 매우 편안합니다."
y_137_036,전주 MOMENT708,꼬꼬댁알,사장님 친절하시고 쾌적한 숙소였어요,5,2025-05,y,긍정,사장님이 친절하시고 쾌적한 숙소였습니다.
y_137_037,전주 MOMENT708,야야야양야야야야,일하고 버스 시간까지 좀 많이 남아서 대실했는데 시설도 생각보다 훨씬 더 깔끔했고 청결했어요 편하게 잘 쉬다가 갑니당,4,2025-05,y,긍정,"일하고 버스 시간까지 여유가 있어 대실했는데, 시설이 생각보다 훨씬 깔끔하고 청결했습니다. 편안하게 잘 쉬다 갑니다."
y_137_039,전주 MOMENT708,카구카구,사장님께서 너무 친절하시구요 방도 엄청크고 깨끗하며 청결을 중요시여겨주시는 곳 같습니다 편하게 쉬었다 갑니당 감사합니다,5,2025-06,y,긍정,"사장님께서 매우 친절하시고, 방도 크고 깨끗하며 청결을 중요하게 생각하는 곳 같습니다. 편안하게 쉬다 갑니다. 감사합니다."
y_137_040,전주 MOMENT708,대명문전주고,깔끔하고 딱 필요한것만 있는 분위기 좋아오,4,2024-07,y,긍정,깔끔하고 필요한 것만 있는 분위기가 좋습니다.
y_137_041,전주 MOMENT708,우적,주차장이 조금 좁아서 근처 골목길에 주차했습니다 이 부분만 신경쓰시면 될 것 같고 편하게 쉬다가 갔어요,4,2025-06,y,중립,"주차장이 다소 좁아 근처 골목길에 주차했습니다. 이 점만 신경 쓰면 될 것 같고, 편안하게 쉬다 갔습니다."
y_137_042,전주 MOMENT708,탕탕후후루루,창이 복도뷰라서 아쉬웠어요 수건이 깨끗하지만 낡았어요,4,2025-05,y,부정,"창문이 복도 뷰라서 아쉬웠고, 수건은 깨끗했지만 낡았습니다."
y_137_043,전주 MOMENT708,차우지,아늑하고 청결하고 인테리어,5,2025-05,y,긍정,아늑하고 청결하며 인테리어가 좋습니다.
y_137_044,전주 MOMENT708,동구라미메타몽,가격대비 이만한 곳이 없는 것 같습니당 청결 시설 다 좋아요,5,2025-05,y,긍정,가격 대비 이만한 곳이 없는 것 같습니다. 청결과 시설 모두 좋습니다.
y_137_046,전주 MOMENT708,닉넴므하지,기대 이상입니다 가격도 저렴한데 방 상태가 너무 좋아요 다음에 또 이용할게용,5,2025-06,y,긍정,기대 이상입니다. 가격도 저렴한데 방 상태가 매우 좋습니다. 다음에 또 이용하겠습니다.
y_137_047,전주 MOMENT708,gywjddydtn,들어갔을 때 냄새도 너무 좋았고 약간 제주도 감성숙소 놀러온 느낌도 났어요 주변에 놀거리 북대도 꽤 가깝고 청결해요 다만 바로앞이 도로가라서그런지 차소리가 좀 약간 거슬렸습니다 이것 뺘곤 완벽,5,2025-06,y,긍정,"들어갔을 때 좋은 냄새가 났고, 제주도 감성 숙소에 온 느낌이었습니다. 주변에 놀거리도 많고, 북대도 가까우며 청결합니다. 다만, 바로 앞이 도로변이라 차 소리가 다소 거슬렸습니다. 이 점을 제외하고는 완벽했습니다."
y_137_048,전주 MOMENT708,경포대진달래,아이스크림 있어서 좋았어요 메로나누가바메가톤식빵딸기쨈커피 오래된 건물에 살짝 리모델링한 청소 상태는 나쁘지 않았고 침구상태도 좋았어요 저렴한 가격에 가성비는 좋아요 남편도 나쁘진 않다고 하네요,3,2025-05,y,긍정,"아이스크림(메로나, 누가바, 메가톤), 식빵, 딸기잼, 커피가 제공되어 좋았습니다. 오래된 건물이지만 리모델링되어 청소 상태가 나쁘지 않았고, 침구 상태도 좋았습니다. 저렴한 가격에 가성비가 좋으며, 남편도 괜찮다고 했습니다."
y_137_049,전주 MOMENT708,독특한맹꽁이,가성비 좋아요 터미널이랑도 가깝고 청결합니다 편하게 쉬었다 갑니다,5,2025-05,y,긍정,가성비가 좋고 터미널과도 가깝습니다. 청결하며 편안하게 쉬다 갑니다.
y_137_050,전주 MOMENT708,산뜻한로즈,드라이기는 다른곳보다 훨씬 나아요,3,2025-05,y,긍정,드라이기가 다른 곳보다 훨씬 좋습니다.
y_137_051,전주 MOMENT708,폭우13,숙소가 청결하고 호스트가 친절합니다 잘 쉬었습니다,4,2025-06,y,긍정,숙소가 청결하고 호스트가 친절합니다. 잘 쉬었습니다.
y_137_052,전주 MOMENT708,여수오사장,자주 가는데 친절하구 늦은시간에 가도 친절하게 맞아주셔서 좋았습니당,5,2025-05,y,긍정,"자주 방문하는데, 친절하고 늦은 시간에도 친절하게 맞아주셔서 좋았습니다."
y_137_054,전주 MOMENT708,분주한두꺼비,사장님이 친절하시고 방도 되게 좋아요,5,2025-05,y,긍정,사장님이 친절하시고 방도 매우 좋습니다.
y_137_055,전주 MOMENT708,바르샤바소식,깔끔하고 좋았습니당 토스트랑 커피도 있어요,5,2025-05,y,긍정,깔끔하고 좋았습니다. 토스트와 커피도 있습니다.
y_137_056,전주 MOMENT708,코끼리트레이너,전체적으로 깨끗하고 무난해요,4,2025-05,y,긍정,전체적으로 깨끗하고 무난합니다.
y_137_057,전주 MOMENT708,화니화니화나,아주깔끔하고 좋아요 서비스도좋구요,5,2025-04,y,긍정,매우 깔끔하고 좋습니다. 서비스도 좋습니다.
y_137_058,전주 MOMENT708,낚그,기격도 저렴하고 시설도 만족합니다,5,2025-05,y,긍정,가격도 저렴하고 시설도 만족합니다.
y_137_059,전주 MOMENT708,도야쓰우니,좋네요 다음에도 이용하겠습니다,5,2025-06,y,긍정,좋습니다. 다음에도 이용하겠습니다.
y_137_060,전주 MOMENT708,여섯분대장,늘 깔끔하고 친절하시고 주차도 넉넉해요,5,2025-06,y,긍정,항상 깔끔하고 친절하며 주차 공간도 넉넉합니다.
