id,review_content,rating,write_date
y_001_011,이번에 전주에 가면서 묶게된 모텔이  전주 비지니스 호텔 궁 입니다 이번엔 궁 모텔 건물이 아니라 맞은편에 있는 엑스오 모텔로 배정을 받았는데요같이 운영하신다고 하시네요 사장님은 친절 하시고 좋아 보여요 1층에 원두 커피 자판기 생수 빵도 여러 종류가 진열되어 있어서 좋았구요침구도 새것처럼 뽀송하진 않지만 나름 깨끗하더라구요주차도 여러대 할수 있어서 주차 걱정 없구요고속버스 터미널도 근처에 있어요길건너엔 하천 따라 산책로도 있구요식당도 주위에 많아서 좋았어요,5,1개월 전
y_001_012,이번에 전주에 가면서 묶게된 모텔이  전주 비지니스 호텔 궁 입니다 이번엔 궁 모텔 건물이 아니라 맞은편에 있는 엑스오 모텔로 배정을 받았는데요같이 운영하신다고 하시네요 사장님은 친절 하시고 좋아 보여요 1층에 원두 커피 자판기 생수 빵도 여러 종류가 진열되어 있어서 좋았구요침구도 새것처럼 뽀송하진 않지만 나름 깨끗하더라구요주차도 여러대 할수 있어서 주차 걱정 없구요고속버스 터미널도 근처에 있어요길건너엔 하천 따라 산책로도 있구요식당도 주위에 많아서 좋았어요,5,1개월 전
y_001_013,위치  전주 시외버스 터미널 고속버스 터미널 근처 골목접근성이 좋아서 예약해봤는데 일단 방은 생각보다 많이 노후화 됐더라구요 특히나 화장실이 조금 오래된 숙박업소의 느낌을 받았습니다ㅠㅠ그치만 일단 사장님이 너무 친절하셨구요로비 옆에 꽈배기가 있는데 2개씩 가져가라고 간식으로 구비해두셨는데 소소한 거지만 기분 좋은 감동이였고 진짜 너무 맛있었습니다방은 전반적으로 깔끔해서 좋았고 추운날 따뜻하게 준비되어 있어서 편안하게 쉬다가 왔습니다특히나 여행온 분들이 차 없이도 편하게 오갈 수 있는 위치라 강추에요,4,4개월 전
y_001_014,이번에 전주에 가면서 묶게된 모텔이  전주 비지니스 호텔 궁 입니다 이번엔 궁 모텔 건물이 아니라 맞은편에 있는 엑스오 모텔로 배정을 받았는데요같이 운영하신다고 하시네요 사장님은 친절 하시고 좋아 보여요 1층에 원두 커피 자판기 생수 빵도 여러 종류가 진열되어 있어서 좋았구요침구도 새것처럼 뽀송하진 않지만 나름 깨끗하더라구요주차도 여러대 할수 있어서 주차 걱정 없구요고속버스 터미널도 근처에 있어요길건너엔 하천 따라 산책로도 있구요식당도 주위에 많아서 좋았어요,5,1개월 전
y_001_015,제가 가본 숙소중에 제일 깔끔하고 좋았습니다 외관부터 이뻐서 맘에 쏙 들었습니다 들어가니 사장님도 친절하여서 좋았습니다 방에 들어가보니 침대도 깔끔하게 정리가 잘 되어있었고 베개나 이불에서 냄새가 나지않았습니다 화장실도 깔끔하게 정리가 되어있어 좋았습니다 제가 또 그 지역을가게된다면 이 곳을 다시 방문할 의사가 있습니다 항상 숙소를 가게된다면 다 좋지만은 한두가지씩 아쉬운 점이 다 있었지만 여기는 아쉬점없이 편하게 잘 쉬다와 만족스럽게 숙소를 정한 것같습니다,5,1일 전
y_001_016,사장님께서 너무 친절하시고 뭐 필요하거 나 요사항있을때 가서 말씀드리면 다 하나하나 들어주시고 처리해주셔서 너무 감사합니당 다리 건너면 백화점도 있고 그 건너편에 이마트도 크게 있고 바로 뒤에 편의점도 있고해서 위치가 너무 좋아용 ㅎㅎ침대랑 쿠션도 좋고 방음이 잘되는지 조용하고 좋았어요 친절하며 잘정돈 되고 냄새도 안나고 포근했습니다그리고 객실과 욕실이 너무 깨끗하고 청결하였습니다 침대도 푹신하며 꿀잠자고 일어낫네요 ㅎㅎ앞으로도 자주 이용하고 싶습니다ㅎㅎ,5,8일 전
y_001_017,이번에 전주에 가면서 묶게된 모텔이  전주 비지니스 호텔 궁 입니다 이번엔 궁 모텔 건물이 아니라 맞은편에 있는 엑스오 모텔로 배정을 받았는데요같이 운영하신다고 하시네요 사장님은 친절 하시고 좋아 보여요 1층에 원두 커피 자판기 생수 빵도 여러 종류가 진열되어 있어서 좋았구요침구도 새것처럼 뽀송하진 않지만 나름 깨끗하더라구요주차도 여러대 할수 있어서 주차 걱정 없구요고속버스 터미널도 근처에 있어요길건너엔 하천 따라 산책로도 있구요식당도 주위에 많아서 좋았어요,5,1개월 전
y_001_018,깨끗하고 편안한 객실 덕분에 좋은 시간을 보낼 수 있었습니다  객실 내부의 조명과 분위기도 마음에 들었고 필요한 물품들이 잘 갖춰져 있어 편리했습니다  특히 침대가 푹신해서 숙면을 취할 수 있었던 점이 좋았습니다  전반적으로 만족스러운 숙박 경험이었고 다음에도 다시 이용하고 싶습니다  다음 방문 시에도 좋은 서비스를 기대합니다편안하고 아늑한 분위기에서 좋은 시간을 보낼 수 있었습니다  객실 청결 상태도 훌륭하고 침구도 깨끗해서 만족스러웠습니다  필요한 편의시설이 잘 갖춰져 있어서 불편함 없이 지낼 수 있었습니다  전반적으로 가격 대비 만족도가 높았고 다음에도 다시 이용하고 싶습니다  특히 조용한 주변 환경 덕분에 편안하게 휴식을 취할 수 있었습니다,5,1개월 전
y_001_019,다른 숙박업소와는 달리 사장님 두분께서 너무너무 친절하게 대해주십니다연락드리면 바로 해결해주시고요1층에 생수와 먹거리도 신경써주셔서 너무 감사하게 이용했습니다객실도 매일매일 청소를 해주셔서 청결하며 엄청 넓고 화장실도 분리되어있어 너무 좋습니다터미널도 바로 옆에 위치해 있어서 타지에서 오시는 관광객분들도 늦은시간 도보 3분거리로 이용하실수 있을거 같아요 적극 추천합니다항상 잘해주셔서 감사합니다다음에 또 이용하겠습니다복 많이 받으세요,5,2일 전
y_001_020,충분한 어메니티 만족했습니다 그리고 안락한 매트리스까지 편안했습니다환절기임에도 냉난방이 잘 되어 있어 쾌적하게 쉬었고요객실 청소 상태 또한 만족했는데요 머리카락 하나 보이지 않을 정도로 청결했습니다적당한 크기와 높이에 설치된 는 를 즐기기에는 충분하였습니다그런데 객실 내에서 입을 수 있는 잠옷 가운이 비치되어 있지 않고 요청을 해야 주시는 점 세탁이 잘못되었는지 입을 수 없을 정도로 물비린내가 난다는 점 이러한 점들이 다소 불편하였습니다객실 내에 비치를 해주셨으면 합니다 아무튼 가성비 있게 잘 이용한 것 같아 만족했고요 다음에도 기회가 된다면 또 이용하도록 하겠습니다,5,5일 전
y_001_021,주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요 추천해용요오오,4,11일 전
y_001_022,주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요 추천해용요오오,4,11일 전
y_001_023,주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요 추천해용요오오,4,11일 전
y_001_024,주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요 추천해용요오오,4,11일 전
y_001_025,주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요 추천해용요오오,4,11일 전
y_001_026,제가 가본 숙소중에 제일 깔끔하고 좋았습니다 외관부터 이뻐서 맘에 쏙 들었습니다 들어가니 사장님도 친절하여서 좋았습니다 방에 들어가보니 침대도 깔끔하게 정리가 잘 되어있었고 베개나 이불에서 냄새가 나지않았습니다 화장실도 깔끔하게 정리가 되어있어 좋았습니다 제가 또 그 지역을가게된다면 이 곳을 다시 방문할 의사가 있습니다 항상 숙소를 가게된다면 다 좋지만은 한두가지씩 아쉬운 점이 다 있었지만 여기는 아쉬점없이 편하게 잘 쉬다와 만족스럽게 숙소를 정한 것같습니다,5,20일 전
y_001_027,제가 가본 숙소중에 제일 깔끔하고 좋았습니다 외관부터 이뻐서 맘에 쏙 들었습니다 들어가니 사장님도 친절하여서 좋았습니다 방에 들어가보니 침대도 깔끔하게 정리가 잘 되어있었고 베개나 이불에서 냄새가 나지않았습니다 화장실도 깔끔하게 정리가 되어있어 좋았습니다 제가 또 그 지역을가게된다면 이 곳을 다시 방문할 의사가 있습니다 항상 숙소를 가게된다면 다 좋지만은 한두가지씩 아쉬운 점이 다 있었지만 여기는 아쉬점없이 편하게 잘 쉬다와 만족스럽게 숙소를 정한 것같습니다,5,18일 전
y_001_028,제가 가본 숙소중에 제일 깔끔하고 좋았습니다 외관부터 이뻐서 맘에 쏙 들었습니다 들어가니 사장님도 친절하여서 좋았습니다 방에 들어가보니 침대도 깔끔하게 정리가 잘 되어있었고 베개나 이불에서 냄새가 나지않았습니다 화장실도 깔끔하게 정리가 되어있어 좋았습니다 제가 또 그 지역을가게된다면 이 곳을 다시 방문할 의사가 있습니다 항상 숙소를 가게된다면 다 좋지만은 한두가지씩 아쉬운 점이 다 있었지만 여기는 아쉬점없이 편하게 잘 쉬다와 만족스럽게 숙소를 정한 것같습니다,5,18일 전
y_001_029,제가 가본 숙소중에 제일 깔끔하고 좋았습니다 외관부터 이뻐서 맘에 쏙 들었습니다 들어가니 사장님도 친절하여서 좋았습니다 방에 들어가보니 침대도 깔끔하게 정리가 잘 되어있었고 베개나 이불에서 냄새가 나지않았습니다 화장실도 깔끔하게 정리가 되어있어 좋았습니다 제가 또 그 지역을가게된다면 이 곳을 다시 방문할 의사가 있습니다 항상 숙소를 가게된다면 다 좋지만은 한두가지씩 아쉬운 점이 다 있었지만 여기는 아쉬점없이 편하게 잘 쉬다와 만족스럽게 숙소를 정한 것같습니다,5,18일 전
y_001_030,제가 가본 숙소중에 제일 깔끔하고 좋았습니다 외관부터 이뻐서 맘에 쏙 들었습니다 들어가니 사장님도 친절하여서 좋았습니다 방에 들어가보니 침대도 깔끔하게 정리가 잘 되어있었고 베개나 이불에서 냄새가 나지않았습니다 화장실도 깔끔하게 정리가 되어있어 좋았습니다 제가 또 그 지역을가게된다면 이 곳을 다시 방문할 의사가 있습니다 항상 숙소를 가게된다면 다 좋지만은 한두가지씩 아쉬운 점이 다 있었지만 여기는 아쉬점없이 편하게 잘 쉬다와 만족스럽게 숙소를 정한 것같습니다,5,18일 전
y_001_031,충분한 어메니티 만족했습니다 객실 청소 상태 또한 만족했는데요 머리카락 하나 보이지 않을 정도로 청결했습니다또한 따로 나와 있는 세면대는 정말 유용했던 것 같아요양치질이나 간단히 손 씻을 때 누군가 욕실을 사용하면 불편한데 이곳은 따로 세면대가 나와 있어서 정말 편리했던 것 같아요개인적으로 이런 객실 타입이 좋더라고요 그리고 안락한 매트리스까지 편안했습니다환절기임에도 난방이 잘 되어서 그런지 쾌적하게 쉬었고요 적당한 크기의  또한  를 즐기기에는 충분하였던 것 같습니다가성비 있게 잘 이용한 것 같아 만족했습니다다음에도 기회가 된다면 또 이용하도록 하겠습니다,5,2개월 전
y_001_032,안녕하세요 전주역에서 이곳이 터미널이랑 근접해있어서 찾기쉽고 사장님이 바로앞에 건물도 운영하셔서 사람은 안계셨지만 소통하기 쉬었어요 무엇보다 카운터에 빵이있어서 좋았아여 나중에도 숙소를 구할때면 이곳이 생각날거같아요 사장님도 친절하시고 방도 깨끗이 청결하게 정리정돈 잘되잇고 욕실과 세면대 화장실 각 따따로 되있어요 방도 넓고 티비도 대형 인치라 맘에들었어요 방에 소음도없고 말그대로 궁초럼 분위기가 좋았어요 많이들 찾아주세요 잘쉬다갑니다 편하게 쉬고갑니다,5,15일 전
y_001_033,주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요주변에 맛집이 많고 사장님이 친절 하세요 주차 시설도 좋고요 퇴실시간도 좋아요 추천해용요오오,5,11일 전
y_001_034,궁호텔은 전통미와 현대적인 편안함이 조화를 이루는 훌륭한 숙소입니다 고풍스러운 외관과 정갈하게 꾸며진 객실이 인상적이며 객실 내부는 청결하고 고급스러운 인테리어로 매우 만족스러웠습니다 특히 창문 너머로 보이는 고궁의 전경이 무척 아름다워 힐링이 되었고 조용한 분위기 덕분에 편안한 휴식을 취할 수 있었습니다 프론트 직원들의 친절한 응대와 세심한 서비스도 매우 인상 깊었으며 조식은 전통 한식과 서양식이 골고루 준비되어 있어 누구나 만족할 수 있을 것 같습니다 주변 관광지 접근성도 좋아 여행 일정 소화에 큰 도움이 되었습니다 전통과 편안함을 동시에 경험하고 싶은 분들께 강력히 추천드립니다,5,1개월 전
y_001_035,저는 출장이 잦아서 모텔을 많이 가는편입니다 일단 여기어때 입점 모텔은 그냥 기본이 청결이긴합니다근데 정말 청결하구요 정말 좋습니다안내프론트도 너무나 친절하시구요다시 이지역에 온다면 재방문의사가 있을정도 입니다 가성비 짱인 숙소입니다매우 추천하는 바입니다그리고 티브이도 크고 좋습니다 수압도 좋구요 사업 번창하세요저는 출장이 잦아서 모텔을 많이 가는편입니다 일단 여기어때 입점 모텔은 그냥 기본이 청결이긴합니다근데 정말 청결하구요 정말 좋습니다안내프론트도 너무나 친절하시구요다시 이지역에 온다면 재방문의사가 있을정도 입니다 가성비 짱인 숙소입니다매우 추천하는 바입니다그리고 티브이도 크고 좋습니다 수압도 좋구요 사업 번창하세요,5,8일 전
y_001_036,체크아웃까지 모든 과정이 원활했고 호스트도 친절하게 안내해주셔서 편안하게 머물 수 있었습니다 침구류가 청결하고 침대도 푹신해서 숙면을 취할 수 있었어요 주변에 맛집과 카페도 가까워 위치도 만족스러웠습니다 다음에 또 방문하고 싶어요---숙소에 도착했을 때 첫인상부터 매우 좋았습니다 외관도 깔끔하고 실내는 사진으로 봤던 것보다 훨씬 넓고 정돈되어 있어 만족스러웠습니다 특히 청결 상태가 인상 깊었는데 바닥이며 침구 화장실까지 먼지 하나 없이 잘 정리되어 있어 기분 좋게 머물 수 있었습니다 침대는 푹신하고 편안해서 하루 종일 걸어 다닌 피로를 충분히 풀 수 있었고 에어컨과 난방도 잘 작동해 쾌적한 온도를 유지할 수 있었습니다 숙소 내에 마련된 어메니티도 다양하고 퀄리티가 좋아서 따로 챙겨온 물품 없이도 편리하게 이용할 수 있었습니다,5,1개월 전
y_001_037,충분한 어메니티 만족했습니다 객실 청소 상태 또한 만족했는데요 머리카락 하나 보이지 않을 정도로 청결했습니다그리고 안락한 매트리스와 전기 장판이 있어 따뜻했구요 더 나아가 바닦에 온돌이 되어 있어 밤에는 무척 따뜻하더라구요정말 편안하고 쾌적하게 휴식을 가졌던것 같습니다적당한 크기의  또한  를 즐기기에는 충분하였던 것 같구요 아무튼 가성비 있게 잘 이용한 것 같아 만족했습니다 또한 웰컴 브레드까지 굿이었어요다음에도 기회가 된다면 또 이용하도록 하겠습니다,4,26일 전
y_001_038,출장으로이용했습니다출장을상당히많이다니는데항상갔던곳만찾게되네요방크기도적당하고티비도크고스타일러있어서출장중에옷관리좋아요방창문이커환기자체가잘되서쾌적하게이용했습니다욕실과화장실이분리되어있어사용하기편리합니다청소도잘되어있었네요티비도크고넷플릭스도이용할수있고티비랑연동되어이용하면서편히쉬다왔네요주차장도여유있고단점을찾아보기힘드네요다시재방문의사매우많아요잘쉬다갑니다,4,2개월 전
y_001_039,한달에 2번내지는 3번정도 지방출장이번엔 어디가 좋을까 찾는게 출장 중 중요한 하나임 전국을 누비며 다니다보니 지방출장이 많고 숙소도 다양하게 이용하는 편이고 이것저것 많이 따지는데 이번 숙소는 는 기본이고 침대 화장실 전부 깨끗하고 좋더라고요 흠이라면흠이없는게 흠이라고 할수 있겠네요ㅎㅎ암튼 깨끗하고 가성비좋은 호텔 알았으니 앞으로 걱정없겠네요근처에 식사부터 야식까지 먹을것도 다양하게 많고 만족합니다찜해놓고 다음에도 이호텔로 쭉가야겠어요강추하니 곳이니 여러분들도 숙소 한번씩 이용해보세요 후회없으실거에요,5,1개월 전
y_001_040,전북축구 직관으로 아들이랑 이용했습니다5시 넘어서 몇시 입실예정인지 전화주시더라구요축구보고 늦게 10시쯤 체크인한거같네요시외버스 주변 모텔촌에 위치했으며 년식은 조금 있네요주차공간엏어 프런트에 키 맡기고  입실완료1층 프런트 남자분들 엄청 친절하십니다1층에 커피생수전자렌지 비취되어있어요 년식은 조금 있지만 청소상태는 아주 좋았습니다매트리스는 조금 딱딱한편이고이용 가능한 곳입니다장점가격이 착함직원분들이 매우 친절하심단점년식이 조금있음주차장이 협소함담배냄새가 심함모텔이라 어쩔수없는건 알고있음가격대비 편히 잘 쉬다왔습니다,4,10개월 전
y_001_041,편안하고 아늑한 분위기에서 좋은 시간을 보낼 수 있었습니다  객실은 깨끗하게 정돈되어 있었고 필요한 물품들이 잘 갖춰져 있었습니다  특히 침구가 푹신하고 편안해서 숙면을 취할 수 있었습니다  전반적으로 만족스러운 숙박 경험이었고 다음에도 다시 이용하고 싶습니다  다음 방문 시에도 좋은 서비스를 기대하겠습니다,4,1개월 전
y_001_042,여자친구와 여행와서 이용한 숙소인데 전체적으로 깔끔했던 숙소에요 첫째로 방음이 잘 돼서 수면시 방해 받지 않아서 참 좋았습니다 또 침구류 상태도 괜찮았고 화장실도 깔끔해서 좋았습니다 또 금연 객실이라 담배냄새도 나지 않아서 좋았 습니다 직원분이 고객 응대도 친절하게 해주셔서 기분좋게 이용할 수 있었습니다 기본 어매니티들도 퀄리디가 괜찮아서 편하게 사용 할 수 있었습니다 주변에도 편의점이나 밥집들 이 있어서 이용하리 편했어요 앞으로 이용할 기회가 생긴다 면 또 이용할 것 같아요,5,2개월 전
y_001_043,여자친구와 여행와서 이용한 숙소인데 전체적으로 깔끔했던 숙소에요 첫째로 방음이 잘 돼서 수면시 방해 받지 않아서 참 좋았습니다 또 침구류 상태도 괜찮았고 화장실도 깔끔해서 좋았습니다 또 금연 객실이라 담배냄새도 나지 않아서 좋았 습니다 직원분이 고객 응대도 친절하게 해주셔서 기분좋게 이용할 수 있었습니다 기본 어매니티들도 퀄리디가 괜찮아서 편하게 사용 할 수 있었습니다 주변에도 편의점이나 밥집들 이 있어서 이용하리 편했어요 앞으로 이용할 기회가 생긴다 면 또 이용할 것 같아요,5,1개월 전
